¿Cuál es su sexo?;¿Cuál es su año de nacimiento?;Edad;¿Cuál es su Nacionalidad?;"Ha seleccionado ""Otra"", por favor, indíquela:";Código Postal;¿Cuál es su nivel de estudios alcanzados?;Situación profesional:;"Ha seleccionado ""Otra situación"", por favor, especifique:";¿Con qué frecuencia visita la estación de esquí y montaña de Sierra Nevada en invierno?;¿Con qué frecuencia visita  la estación en conjunto? (Invierno y Verano);¿Qué opinión tiene de las actividades ofertadas?;Servicio de venta de forfaits;Servicio de atención al cliente;Colas en el Centro de Atención al Usuario (Atención al cliente y Taquillas);Colas en el acceso a los remontes;Preparación de las pistas;Número y variedad de pistas;Áreas recreativas y lúdicas para no esquiadores;Snowpark;Servicio de aparcamiento de pago (parking);Accesos por carretera a la estación de esqui, snowboard y montaña de Sierra Nevada;Movilidad en la urbanización;Mantenimiento y limpieza de la urbanización;¿Qué probabilidades hay de que recomiende Sierra Nevada a un amigo o compañero?;Created;Updated
Masculino;2001;22;Española;;18300;Bachiller/ FP Superior;Estudia;;;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;5;5;2;1;7;6;5;2;1;6;5;5;6;24/12/2023 00:24;24/12/2023 00:24
Masculino;1983;41;Española;;13160;EGB / Primaria / ESO / FP Medio;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;6;6;4;8;8;7;6;5;7;5;4;10;8/1/2024 15:50;8/1/2024 15:50
Masculino;2000;24;Española;;41806;Bachiller/ FP Superior;Desempleado;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;3;4;4;2;2;5;7;5;6;8;8;8;10;8/1/2024 19:19;8/1/2024 19:19
Femenino;1972;51;Española;;29700;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;3;3;3;6;7;7;7;4;6;5;5;6;22/12/2023 22:20;22/12/2023 22:20
Masculino;1986;38;Española;;41007;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;5;4;2;8;8;5;8;4;4;3;6;8;9/1/2024 15:35;9/1/2024 15:35
Femenino;1999;25;Española;;41805;Grado / Licenciado / Doctorado;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;7;8;7;10;10;10;3;10;10;10;10;8/1/2024 15:47;8/1/2024 15:47
Femenino;1981;43;Española;;41020;Grado / Licenciado / Doctorado;Trabaja;;;Entre 15 y 25 días al año;Muchas actividades, la oferta es abundante.;8;8;8;8;10;9;8;9;5;8;5;4;10;8/1/2024 15:43;8/1/2024 15:43
Femenino;2007;17;Española;;29200;EGB / Primaria / ESO / FP Medio;Estudia;;;Entre 7 y 15 días al año;Muchas actividades, la oferta es abundante.;10;10;8;8;8;8;10;10;9;10;10;10;10;8/1/2024 15:42;8/1/2024 15:42
Masculino;2008;16;Española;;41700;EGB / Primaria / ESO / FP Medio;Trabaja;;;Es mi primera visita;Muy pocas actividades, es reducida la oferta.;2;10;0;0;0;0;10;0;10;0;10;0;10;8/1/2024 15:41;8/1/2024 15:41
Masculino;1988;36;Española;;41007;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;9;8;4;5;6;5;3;5;6;5;5;7;7;9/1/2024 15:23;9/1/2024 15:23
Femenino;1975;49;Española;;28001;Grado / Licenciado / Doctorado;Trabaja;;Más de 25 días al año;Más de 25 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;5;2;7;10;9;9;5;10;10;9;9;10;8/1/2024 15:41;8/1/2024 15:41
Masculino;2008;16;Española;;41700;EGB / Primaria / ESO / FP Medio;Trabaja;;;Es mi primera visita;Muy pocas actividades, es reducida la oferta.;2;10;0;0;0;0;10;0;10;0;10;0;10;8/1/2024 15:41;8/1/2024 15:41
Femenino;1994;30;Española;;41010;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;8;6;4;6;4;5;6;4;7;3;7;8;9/1/2024 15:15;9/1/2024 15:15
Femenino;1981;43;Española;;41020;Grado / Licenciado / Doctorado;Trabaja;;;Entre 15 y 25 días al año;Muchas actividades, la oferta es abundante.;8;9;7;7;10;9;8;9;7;7;6;6;10;8/1/2024 15:36;8/1/2024 15:36
Femenino;2001;23;Española;;30100;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;10;7;8;0;10;10;0;10;10;10;10;10;8/1/2024 10:15;8/1/2024 10:15
Masculino;1965;59;Española;;18650;Bachiller/ FP Superior;Jubilado;;;Más de 25 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;6;6;10;9;8;8;5;8;8;6;8;9/1/2024 15:09;9/1/2024 15:09
Femenino;1983;41;Española;;11011;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;6;7;5;6;7;7;6;6;5;8;7;8;7;9/1/2024 15:07;9/1/2024 15:07
Masculino;1996;28;Española;;18008;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;6;7;0;5;8;8;7;0;1;0;7;0;8;9/1/2024 15:06;9/1/2024 15:06
Femenino;1967;57;Española;;41012;Grado / Licenciado / Doctorado;Jubilado;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;7;2;0;0;0;5;0;7;6;0;5;10;7/1/2024 23:42;7/1/2024 23:42
Masculino;1967;57;Española;;41004;Bachiller/ FP Superior;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;6;6;2;10;8;7;8;8;8;2;7;10;7/1/2024 22:13;7/1/2024 22:13
Masculino;1995;29;Española;;8820;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Muy pocas actividades, es reducida la oferta.;7;7;0;7;6;9;6;7;5;0;8;0;8;9/1/2024 15:03;9/1/2024 15:03
Masculino;1983;41;Española;;41727;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;2;1;1;3;6;5;3;7;2;3;2;8;7;9/1/2024 14:57;9/1/2024 14:57
Femenino;2003;21;Española;;30151;Bachiller/ FP Superior;Estudia;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;8;8;0;6;7;8;8;8;8;0;7;0;10;7/1/2024 21:19;7/1/2024 21:19
Masculino;1966;57;Española;;18198;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Muchas actividades, la oferta es abundante.;6;6;5;2;6;7;6;7;7;7;6;6;6;20/12/2023 23:23;20/12/2023 23:23
Femenino;1996;28;Española;;41011;Grado / Licenciado / Doctorado;Estudia;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;0;3;6;4;10;6;7;0;8;0;8;9/1/2024 14:43;9/1/2024 14:43
Masculino;1993;31;Otra;Colombia ;;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;0;4;8;4;10;1;1;0;6;0;7;9/1/2024 14:41;9/1/2024 14:41
Femenino;1977;47;Española;;29620;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;8;7;8;4;8;5;3;5;8;7;5;6;7;9/1/2024 14:39;9/1/2024 14:39
Femenino;1998;26;Española;;28020;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;6;7;7;7;7;7;5;0;0;8;8;8;8;9/1/2024 14:38;9/1/2024 14:38
Masculino;1979;45;Española;;21500;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Muy pocas actividades, es reducida la oferta.;9;9;9;9;9;0;9;0;1;8;9;8;8;9/1/2024 14:32;9/1/2024 14:32
Masculino;1985;39;Española;;30205;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;8;8;7;8;9;8;6;9;9;7;10;10;7/1/2024 21:14;7/1/2024 21:14
Femenino;1995;29;Española;;29720;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;10;10;7;8;8;10;10;7;10;10;10;10;7/1/2024 18:02;7/1/2024 18:02
Masculino;1965;59;Española;;45600;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;8;7;9;7;4;6;4;5;5;7;10;7/1/2024 15:56;7/1/2024 15:56
Masculino;1994;30;Española;;14280;Bachiller/ FP Superior;Trabaja;;;Es mi primera visita;Muy pocas actividades, es reducida la oferta.;5;5;0;5;5;5;5;5;5;0;5;0;5;13/1/2024 01:52;13/1/2024 01:52
Femenino;2001;23;Española;;30150;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;9;10;7;7;10;10;8;10;8;10;10;10;10;7/1/2024 14:19;7/1/2024 14:19
Femenino;1989;35;Española;;21440;Bachiller/ FP Superior;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;10;10;9;9;10;9;1;8;5;9;8;9/1/2024 14:05;9/1/2024 14:05
Masculino;1987;37;Española;;14550;EGB / Primaria / ESO / FP Medio;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Muy pocas actividades, es reducida la oferta.;8;5;5;4;7;5;5;5;2;4;3;8;10;7/1/2024 12:44;7/1/2024 12:44
Masculino;1978;46;Española;;2610;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;10;6;5;7;7;7;7;4;3;4;7;10;7/1/2024 11:03;7/1/2024 11:03
Femenino;1973;51;Española;;28770;Bachiller/ FP Superior;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;1;7;6;8;8;9;7;8;4;5;6;5;10;6/1/2024 22:27;6/1/2024 22:27
Femenino;2000;24;Española;;29011;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;10;10;0;10;10;7;8;7;4;0;9;0;8;9/1/2024 13:27;9/1/2024 13:27
Femenino;1995;29;Española;;21001;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;9;9;5;7;10;3;5;3;8;7;7;10;6/1/2024 19:04;6/1/2024 19:04
Femenino;1971;53;Española;;41002;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;8;0;3;9;9;8;8;4;6;6;8;10;6/1/2024 15:50;6/1/2024 15:50
Masculino;1995;29;Española;;14960;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;4;2;4;8;8;0;7;8;9;4;6;8;9/1/2024 13:20;9/1/2024 13:20
Masculino;1991;33;Española;;30204;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;9;0;7;9;9;0;7;9;8;6;7;10;6/1/2024 12:39;6/1/2024 12:39
Masculino;2003;21;Española;;3204;Bachiller/ FP Superior;Estudia;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;9;3;3;1;10;9;7;4;8;8;9;10;6/1/2024 01:52;6/1/2024 01:52
Masculino;1979;45;Española;;36210;Bachiller/ FP Superior;Trabaja;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;10;10;0;0;0;0;10;0;10;0;10;0;10;5/1/2024 21:25;5/1/2024 21:25
Femenino;1978;46;Española;;41500;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;5;5;5;5;5;5;6;5;5;5;5;13/1/2024 00:02;13/1/2024 00:02
Masculino;1987;37;Española;;3430;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;3;5;1;5;1;5;5;5;5;5;5;5;12/1/2024 23:48;12/1/2024 23:48
Masculino;1993;31;Española;;18420;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;1;1;1;0;0;0;5;0;1;10;10;10;5;12/1/2024 22:52;12/1/2024 22:52
Femenino;2003;21;Española;;30120;Bachiller/ FP Superior;Estudia;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;8;10;0;5;8;8;8;8;8;0;8;0;10;5/1/2024 20:02;5/1/2024 20:02
Femenino;1976;48;Española;;41020;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;8;9;8;3;8;8;6;9;7;2;2;6;7;9/1/2024 12:52;9/1/2024 12:52
Masculino;1969;55;Otra;Danesa;;Bachiller/ FP Superior;Trabaja;;;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;8;8;7;5;9;5;4;5;7;7;5;5;8;9/1/2024 12:47;9/1/2024 12:47
Femenino;2003;21;Española;;30152;Grado / Licenciado / Doctorado;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;10;10;10;10;10;10;10;10;10;10;10;10;10;5/1/2024 19:14;5/1/2024 19:14
Masculino;1968;56;Española;;4740;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;10;3;2;8;8;5;5;2;0;4;8;10;5/1/2024 13:47;5/1/2024 13:47
Femenino;2002;22;Española;;28036;Bachiller/ FP Superior;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;10;10;6;1;9;7;10;10;5;5;10;10;10;5/1/2024 12:49;5/1/2024 12:49
Masculino;2000;24;Española;;41630;Grado / Licenciado / Doctorado;Estudia;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;10;10;0;10;10;10;10;10;10;0;10;0;10;4/1/2024 22:35;4/1/2024 22:35
Femenino;2000;24;Española;;41804;Bachiller/ FP Superior;Estudia;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;7;10;0;10;7;7;7;7;7;0;7;0;10;4/1/2024 20:36;4/1/2024 20:36
Femenino;1977;47;Española;;28660;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;10;7;4;7;7;9;7;3;5;7;7;8;9/1/2024 12:17;9/1/2024 12:17
Femenino;2000;24;Española;;41020;Grado / Licenciado / Doctorado;Otra;En busca de empleo;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;9;9;0;7;9;8;10;7;5;0;9;0;10;4/1/2024 20:27;4/1/2024 20:27
Masculino;1974;50;Española;;28110;Grado / Licenciado / Doctorado;Trabaja;;Entre 15 y 25 días al año;Entre 15 y 25 días al año;Muchas actividades, la oferta es abundante.;10;10;10;10;10;0;10;10;10;10;10;10;10;4/1/2024 19:29;4/1/2024 19:29
Femenino;1995;29;Española;;41400;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;1;5;1;1;5;5;2;2;5;5;5;5;5;12/1/2024 22:01;12/1/2024 22:01
Femenino;1995;29;Española;;41011;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Muy pocas actividades, es reducida la oferta.;7;7;0;7;7;6;7;7;7;0;7;0;7;9/1/2024 12:09;9/1/2024 12:09
Masculino;1981;43;Española;;41015;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;7;5;3;7;4;5;7;3;6;5;5;7;9/1/2024 12:07;9/1/2024 12:07
Femenino;1996;28;Española;;46701;Bachiller/ FP Superior;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;9;6;0;8;10;10;9;10;10;0;10;0;10;4/1/2024 10:49;4/1/2024 10:49
Masculino;1977;47;Española;;21100;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;6;6;4;8;9;6;7;7;7;3;7;8;9/1/2024 12:01;9/1/2024 12:01
Masculino;1989;35;Española;;28035;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;9;10;0;10;9;10;8;9;9;0;10;0;10;3/1/2024 16:29;3/1/2024 16:29
Masculino;1977;47;Española;;18194;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;10;10;7;7;9;9;4;4;7;1;9;9;10;3/1/2024 15:13;3/1/2024 15:13
Femenino;2000;24;Española;;29011;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;5;5;5;5;5;5;5;5;5;5;5;5;5;12/1/2024 19:18;12/1/2024 19:18
Femenino;1976;48;Española;;28983;EGB / Primaria / ESO / FP Medio;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;0;0;0;0;5;0;5;0;5;0;5;12/1/2024 21:48;12/1/2024 21:48
Masculino;1982;42;Española;;19171;EGB / Primaria / ESO / FP Medio;Trabaja;;Más de 25 días al año;Más de 25 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;10;5;7;9;10;10;7;5;8;8;7;10;2/1/2024 22:24;2/1/2024 22:24
Femenino;1976;48;Española;;28983;EGB / Primaria / ESO / FP Medio;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;0;0;0;0;5;0;5;0;5;0;5;12/1/2024 21:46;12/1/2024 21:46
Masculino;1983;41;Española;;18014;Grado / Licenciado / Doctorado;Trabaja;;;Más de 25 días al año;Muchas actividades, la oferta es abundante.;8;8;6;5;10;9;0;0;6;8;8;6;8;9/1/2024 11:50;9/1/2024 11:50
Femenino;2006;18;Española;;30700;EGB / Primaria / ESO / FP Medio;Estudia;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;6;9;0;8;9;10;9;9;8;0;8;0;10;2/1/2024 06:39;2/1/2024 06:39
Femenino;1986;38;Española;;18012;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;8;7;5;8;8;4;8;8;8;8;8;10;1/1/2024 22:37;1/1/2024 22:37
Femenino;1982;42;Española;;21002;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;6;6;6;6;0;6;5;5;5;5;5;5;12/1/2024 21:08;12/1/2024 21:08
Masculino;1983;41;Española;;11402;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;5;5;5;5;8;10;8;7;5;7;5;7;10;1/1/2024 19:34;1/1/2024 19:34
Masculino;1978;46;Española;;3540;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;10;10;0;10;8;9;10;10;10;0;10;0;10;1/1/2024 15:54;1/1/2024 15:54
Masculino;1996;28;Española;;11520;EGB / Primaria / ESO / FP Medio;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Muy pocas actividades, es reducida la oferta.;10;10;1;5;1;1;8;3;4;8;8;9;5;12/1/2024 20:36;12/1/2024 20:36
Femenino;2002;22;Española;;18198;Bachiller/ FP Superior;Estudia;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;9;8;3;7;9;9;8;7;8;7;5;10;1/1/2024 11:08;1/1/2024 11:08
Femenino;1979;45;Española;;41950;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;7;3;2;7;5;5;5;4;5;7;8;8;9/1/2024 11:29;9/1/2024 11:29
Masculino;2007;16;Española;;29639;Bachiller/ FP Superior;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;10;10;10;10;10;10;10;10;10;10;10;10;31/12/2023 18:19;31/12/2023 18:19
Masculino;1998;25;Española;;18194;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;6;9;9;8;8;9;8;9;6;9;9;9;10;31/12/2023 14:44;31/12/2023 14:44
Masculino;1971;52;Española;;4131;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;10;10;10;10;10;10;10;10;10;10;10;10;10;29/12/2023 21:34;29/12/2023 21:34
Masculino;1991;33;Española;;23659;Bachiller/ FP Superior;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;5;5;5;5;5;5;5;5;5;5;5;12/1/2024 13:11;12/1/2024 13:11
Femenino;1982;42;Española;;4009;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;7;7;7;6;7;7;7;8;0;7;5;12/1/2024 09:14;12/1/2024 09:14
Masculino;1997;27;Española;;41710;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;4;4;5;5;6;7;6;6;4;6;7;6;5;12/1/2024 09:12;12/1/2024 09:12
Masculino;1983;41;Española;;18320;EGB / Primaria / ESO / FP Medio;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;4;4;3;7;6;4;2;3;7;7;4;6;5;12/1/2024 06:38;12/1/2024 06:38
Masculino;2001;23;Española;;29620;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;7;7;7;8;9;9;7;8;8;8;8;8;8;9/1/2024 11:10;9/1/2024 11:10
Masculino;1979;45;Española;;41010;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;4;4;4;7;6;4;5;4;6;4;7;7;9/1/2024 11:02;9/1/2024 11:02
Masculino;1998;26;Española;;3600;Bachiller/ FP Superior;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;7;1;1;8;8;8;6;1;6;6;4;7;9/1/2024 10:59;9/1/2024 10:59
Masculino;1976;48;Española;;6400;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;5;1;1;10;8;5;7;7;7;1;1;7;9/1/2024 10:53;9/1/2024 10:53
Masculino;1991;33;Española;;29680;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;0;8;8;8;8;8;8;0;8;0;8;9/1/2024 10:48;9/1/2024 10:48
Femenino;1966;57;Española;;29620;Grado / Licenciado / Doctorado;Desempleado;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;10;8;5;9;10;5;10;6;8;8;10;10;29/12/2023 19:04;29/12/2023 19:04
Masculino;1974;50;Española;;30005;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;4;3;3;4;5;5;4;3;2;2;1;6;5;11/1/2024 20:44;11/1/2024 20:44
Masculino;1992;32;Española;;41012;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;6;6;7;5;9;3;6;9;3;3;1;1;7;9/1/2024 10:39;9/1/2024 10:39
